,imdb_rating,rotten_tomatoes_score,votos_log,presupuesto_log,awards_won,hours_watched_million,duracion_total,antiguedad,cluster,cluster_nombre
1538,5.7,43,10.058652004037477,0.0,0,19,1080.0,6,1,Nicho Subestimado
1539,6.0,71,8.535818655539403,3.2308043957334744,0,1,130.0,11,3,Contenido Promedio
1540,6.2,53,8.410943391573527,3.484312288372662,0,10,84.0,12,3,Contenido Promedio
1541,6.0,66,5.402677381872279,2.667228206581955,0,0,127.0,0,3,Contenido Promedio
1542,8.1,74,9.438829609615144,0.9555114450274363,2,11,153.0,11,2,Joya de Critica
1543,7.3,81,6.814542897259958,0.0,0,1,3600.0,1,1,Nicho Subestimado
1544,8.6,99,9.516795129751248,2.4849066497880004,0,17,70.0,2,2,Joya de Critica
1545,6.3,59,8.350666240520924,0.0,0,6,450.0,24,1,Nicho Subestimado
1546,5.5,48,8.081165777725433,4.637637376125593,0,1,136.0,15,3,Contenido Promedio
1547,4.0,40,8.714239143608575,2.933856869835904,0,9,92.0,7,3,Contenido Promedio
1548,6.6,48,6.960347729101308,1.4586150226995167,1,1,121.0,11,3,Contenido Promedio
1549,4.4,40,5.19295685089021,4.01096295328305,0,0,97.0,10,3,Contenido Promedio
1550,7.0,47,9.69898173460629,0.0,0,16,540.0,34,1,Nicho Subestimado
1551,6.4,59,9.27706400401909,0.0,0,18,1080.0,8,1,Nicho Subestimado
1552,9.4,99,10.350606309244403,1.9740810260220096,0,33,138.0,35,2,Joya de Critica
1553,6.3,53,7.111512116496157,0.0,0,2,1350.0,8,1,Nicho Subestimado
1554,7.6,83,9.471087945687758,3.742420221041966,0,28,116.0,4,2,Joya de Critica
1555,8.3,87,5.945420608606575,1.4816045409242156,1,0,83.0,8,2,Joya de Critica
1556,4.1,22,8.470101583882387,3.7909846770510898,0,11,119.0,18,3,Contenido Promedio
1557,7.9,83,8.507950610049305,0.0,1,9,540.0,6,2,Joya de Critica
1558,8.3,81,11.500204900560847,1.6863989535702288,0,167,99.0,31,2,Joya de Critica
1559,5.4,63,8.70167907103957,2.4159137783010487,0,4,111.0,24,3,Contenido Promedio
1560,7.5,82,12.580428850611098,4.007333185232471,0,722,66.0,0,2,Joya de Critica
1561,7.0,83,10.202851129761749,3.261935314328648,0,51,121.0,7,3,Contenido Promedio
1562,6.4,60,8.960852845322371,4.824305715904762,0,5,178.0,18,3,Contenido Promedio
1563,7.4,67,5.117993812416755,2.6461747973841225,0,0,67.0,40,3,Contenido Promedio
1564,5.6,70,9.280985211545516,3.3463891451671604,0,16,98.0,46,3,Contenido Promedio
1565,7.6,72,8.412943170042439,4.701389043728634,0,9,83.0,2,3,Contenido Promedio
1566,8.9,83,11.98338524016558,0.0,0,194,540.0,5,2,Joya de Critica
1567,7.9,82,9.704670693212975,0.0,1,6,720.0,9,2,Joya de Critica
1568,7.6,73,10.716837062123032,3.295836866004329,2,49,100.0,8,2,Joya de Critica
1569,6.9,74,8.214735833382303,2.476538400117484,0,5,132.0,16,3,Contenido Promedio
1570,6.6,56,8.005700678662542,1.029619417181158,0,3,53.0,40,3,Contenido Promedio
1571,5.6,64,7.346655163176539,2.5952547069568657,0,1,113.0,16,3,Contenido Promedio
1572,7.7,84,9.540794536271832,0.0,0,20,720.0,14,2,Joya de Critica
1573,9.7,78,10.463731714431846,0.0,1,38,450.0,2,2,Joya de Critica
1574,5.7,71,5.54907608489522,4.102643365036796,0,0,109.0,20,3,Contenido Promedio
1575,5.6,52,6.616065185132817,0.0,0,1,360.0,16,1,Nicho Subestimado
1576,4.8,39,8.273591798199632,0.0,0,6,1440.0,3,1,Nicho Subestimado
1577,7.0,83,8.096208271650037,0.0,0,3,1080.0,1,1,Nicho Subestimado
1578,6.7,51,10.791831382359332,3.885679030088544,0,98,87.0,21,3,Contenido Promedio
1579,7.5,72,11.154434587507517,3.7232808808312687,0,119,72.0,23,3,Contenido Promedio
1580,7.5,81,6.699500340161678,0.0,0,0,1350.0,12,1,Nicho Subestimado
1581,7.2,74,9.10286651367095,0.0,0,12,540.0,11,1,Nicho Subestimado
1582,4.7,54,11.155149915587463,1.8082887711792652,0,71,135.0,45,3,Contenido Promedio
1583,6.6,58,8.999001866111735,0.0,0,17,540.0,9,1,Nicho Subestimado
1584,6.6,61,7.837948916025283,0.0,0,3,720.0,5,1,Nicho Subestimado
1585,7.1,64,9.061492275239766,0.0,0,15,450.0,11,1,Nicho Subestimado
1586,7.2,83,8.648747631156539,0.0,0,13,450.0,4,2,Joya de Critica
1587,5.9,49,8.428361977709622,3.353406717825807,0,10,116.0,7,3,Contenido Promedio
1588,8.8,99,8.931155429778348,1.7227665977411035,0,13,100.0,5,2,Joya de Critica
1589,7.0,74,9.473627287593242,0.0,0,27,360.0,9,1,Nicho Subestimado
1590,5.4,59,7.791935956938058,3.0633909220278057,0,5,114.0,2,3,Contenido Promedio
1591,6.8,61,9.538420349034803,0.0,1,13,360.0,43,1,Nicho Subestimado
1592,7.9,84,7.425953657077541,0.0,0,1,2700.0,4,1,Nicho Subestimado
1593,8.9,84,11.1691949506669,3.681351187693145,0,123,93.0,18,2,Joya de Critica
1594,6.9,62,8.860357273327022,2.2407096892759584,0,9,113.0,8,3,Contenido Promedio
1595,6.5,79,9.055789612127583,0.0,0,14,2250.0,3,1,Nicho Subestimado
1596,7.5,81,7.205635176410364,0.0,0,2,2520.0,6,1,Nicho Subestimado
1597,8.3,86,8.741136422901011,3.095577608523707,0,10,130.0,5,2,Joya de Critica
1598,7.1,62,9.97878053657156,4.49647076906475,0,30,128.0,10,3,Contenido Promedio
1599,7.5,76,10.777747225933355,2.517696472610991,0,42,73.0,7,2,Joya de Critica
1600,8.5,63,10.306783643359452,2.312535423847214,0,13,120.0,5,2,Joya de Critica
1601,5.7,39,8.436200032206706,3.242592351485517,0,3,106.0,2,3,Contenido Promedio
1602,7.3,74,13.47730261587747,4.216562194946349,0,227,65.0,9,3,Contenido Promedio
1603,7.3,76,9.882927638570768,2.028148247292285,0,48,125.0,8,2,Joya de Critica
1604,6.6,65,9.13938128303569,0.0,0,6,540.0,11,1,Nicho Subestimado
1605,6.7,57,8.914491710191342,2.8507065015037334,0,16,93.0,11,3,Contenido Promedio
1606,7.0,63,6.144185634125646,1.547562508716013,0,0,103.0,29,3,Contenido Promedio
1607,8.4,78,11.352193173777415,2.9014215940827497,1,154,92.0,6,2,Joya de Critica
1608,7.3,82,11.951657701327862,4.3489867805956814,0,98,53.0,8,3,Contenido Promedio
1609,6.6,70,8.982937763741589,1.9021075263969205,0,8,108.0,1,3,Contenido Promedio
1610,6.8,60,10.566819648016889,1.916922612182061,0,77,125.0,5,3,Contenido Promedio
1611,6.3,63,6.593044534142437,0.0,0,1,1350.0,8,1,Nicho Subestimado
1612,6.3,61,10.445608334282827,1.7227665977411035,0,23,70.0,10,3,Contenido Promedio
1613,5.7,61,9.931880627037346,3.6428355156125294,0,11,100.0,2,3,Contenido Promedio
1614,7.5,87,10.395558399818473,2.6100697927420065,0,58,127.0,9,2,Joya de Critica
1615,5.3,34,9.588160179264024,2.379546134130174,0,9,119.0,8,3,Contenido Promedio
1616,6.4,72,11.69611331309214,2.928523523860541,0,289,106.0,3,3,Contenido Promedio
1617,6.2,59,12.766565191857747,3.3945083935113587,0,520,129.0,3,3,Contenido Promedio
1618,8.0,79,9.643809676493944,0.0,3,15,2160.0,11,2,Joya de Critica
1619,8.3,73,6.2422232654551655,0.0,2,1,270.0,2,2,Joya de Critica
1620,8.4,92,12.363178953183064,2.4336133554004498,2,199,101.0,11,2,Joya de Critica
1621,7.9,73,7.609862200913554,0.6418538861723948,0,3,98.0,41,2,Joya de Critica
1622,6.2,64,6.371611847231857,0.0,0,0,900.0,11,1,Nicho Subestimado
1623,7.0,71,7.451241684987676,1.5040773967762742,0,2,119.0,28,3,Contenido Promedio
1624,6.9,72,10.731995701026523,0.0,0,82,1620.0,9,1,Nicho Subestimado
1625,5.0,56,7.708859601047175,1.3862943611198906,0,3,100.0,3,3,Contenido Promedio
1626,5.2,55,10.301525144815496,2.797281334830153,0,44,87.0,2,3,Contenido Promedio
1627,6.0,66,5.762051382780177,4.44500143383527,0,0,154.0,8,3,Contenido Promedio
1628,6.5,67,8.770594329891145,0.0,0,14,900.0,2,1,Nicho Subestimado
1629,7.4,66,6.948897222313312,0.0,0,0,1080.0,12,1,Nicho Subestimado
1630,6.1,68,7.899153483343097,0.0,0,6,1350.0,27,1,Nicho Subestimado
1631,7.3,68,9.13637085177601,0.0,0,16,450.0,1,1,Nicho Subestimado
1632,7.5,71,6.651571873589727,3.1441522786722644,0,0,117.0,1,3,Contenido Promedio
1633,7.2,71,12.361327001796749,4.33990170837321,1,430,156.0,1,3,Contenido Promedio
1634,8.9,91,13.534819987901244,0.0,0,749,1620.0,35,2,Joya de Critica
1635,4.9,47,10.184409325569693,3.8416005411316,0,9,116.0,2,3,Contenido Promedio
1636,6.8,71,7.678326356506885,1.9459101490553128,0,1,83.0,2,3,Contenido Promedio
1637,5.7,61,10.325285221931852,0.0,0,24,1080.0,16,1,Nicho Subestimado
1638,7.7,76,6.428105272684596,2.785011242238338,0,1,116.0,0,2,Joya de Critica
1639,6.0,56,8.268475388982598,2.468099531471619,0,5,105.0,19,3,Contenido Promedio
1640,6.2,62,9.219002745054835,2.6100697927420065,0,16,95.0,4,3,Contenido Promedio
1641,7.3,64,8.669742589876522,0.0,0,9,450.0,36,1,Nicho Subestimado
1642,5.0,44,8.609042845046117,0.0,0,3,1350.0,2,1,Nicho Subestimado
1643,7.5,82,7.134890851565884,0.0,0,1,450.0,1,2,Joya de Critica
1644,5.5,62,5.828945617610208,1.2809338454620642,0,0,116.0,2,3,Contenido Promedio
1645,5.7,42,11.34703615623758,4.681204872264089,0,38,74.0,2,3,Contenido Promedio
1646,6.6,53,8.202482446576537,0.0,0,3,450.0,22,1,Nicho Subestimado
1647,9.0,95,12.059826475918468,1.62924053973028,3,407,126.0,8,2,Joya de Critica
1648,7.3,65,8.60300384782935,0.0,0,5,2880.0,35,1,Nicho Subestimado
1649,5.4,48,10.516833662892518,1.7047480922384253,0,12,84.0,18,3,Contenido Promedio
1650,7.4,87,10.912612674702702,0.0,0,46,2250.0,10,1,Nicho Subestimado
1651,6.5,67,10.730466080729594,3.6454498961866,0,60,110.0,26,3,Contenido Promedio
1652,5.1,56,11.376177476070769,0.0,0,186,270.0,6,1,Nicho Subestimado
1653,6.9,75,8.942853006809921,1.4350845252893227,0,5,111.0,0,3,Contenido Promedio
1654,9.4,89,12.651866826692766,3.353406717825807,0,218,118.0,5,2,Joya de Critica
1655,7.9,80,8.67846133901236,0.0,0,11,900.0,1,2,Joya de Critica
1656,6.6,58,11.132528508684848,2.0412203288596382,0,23,101.0,8,3,Contenido Promedio
1657,7.2,62,12.710239146471206,2.079441541679836,0,612,132.0,9,3,Contenido Promedio
1658,5.6,55,4.875197323201151,0.0,0,0,1080.0,22,1,Nicho Subestimado
1659,6.4,64,10.17561172607196,0.0,0,20,720.0,2,1,Nicho Subestimado
1660,7.3,62,12.529275083670912,0.0,0,233,1800.0,21,1,Nicho Subestimado
1661,8.3,77,10.475483531531925,0.0,1,66,360.0,43,2,Joya de Critica
1662,5.8,48,6.51471269087253,3.0819099697950434,0,0,112.0,0,3,Contenido Promedio
1663,6.8,63,7.4073177104694174,3.086486636822455,0,3,97.0,15,3,Contenido Promedio
1664,8.5,80,10.506983511143426,2.917770732084279,2,39,129.0,27,2,Joya de Critica
1665,6.2,51,7.578656850594762,4.912654885736052,0,4,64.0,36,3,Contenido Promedio
1666,7.4,66,6.593044534142437,0.0,0,1,990.0,7,1,Nicho Subestimado
1667,6.1,48,10.34897433499378,0.0,0,46,1620.0,23,1,Nicho Subestimado
1668,6.6,67,9.913289357508388,0.0,0,34,540.0,3,1,Nicho Subestimado
1669,9.1,91,3.9318256327243257,0.0,0,0,540.0,3,2,Joya de Critica
1670,8.7,82,6.077642243349034,4.255612709818223,5,0,122.0,11,2,Joya de Critica
1671,8.4,85,8.308938252595778,0.0,2,8,900.0,5,2,Joya de Critica
1672,6.4,77,9.247347097605278,0.0,0,22,3600.0,14,1,Nicho Subestimado
1673,9.0,93,12.798044982715645,1.1939224684724346,0,718,128.0,0,2,Joya de Critica
1674,7.3,61,6.546785410760524,0.0,0,1,270.0,4,1,Nicho Subestimado
1675,8.3,85,12.13587011412816,4.471638793363569,0,415,102.0,1,2,Joya de Critica
1676,5.1,64,6.3784261836515865,4.583946549536464,0,0,135.0,41,3,Contenido Promedio
1677,5.9,65,9.437953917961844,0.0,0,25,360.0,4,1,Nicho Subestimado
1678,7.4,60,10.122944315992342,4.396915247167632,0,60,107.0,19,3,Contenido Promedio
1679,6.3,55,9.659120364770292,0.0,0,15,900.0,43,1,Nicho Subestimado
1680,7.0,66,4.718498871295094,2.856470206220483,0,0,60.0,2,3,Contenido Promedio
1681,4.9,57,9.423918318420691,1.4586150226995167,0,21,108.0,15,3,Contenido Promedio
1682,5.9,45,7.591861714889934,0.0,0,1,270.0,10,1,Nicho Subestimado
1683,6.6,68,12.155968117963486,0.7884573603642702,1,72,113.0,26,3,Contenido Promedio
1684,6.4,71,9.893740201081249,1.9878743481543453,0,40,134.0,1,3,Contenido Promedio
1685,4.6,43,7.841885928984623,0.0,0,4,360.0,1,1,Nicho Subestimado
1686,7.0,60,12.571503643100412,0.0,0,112,900.0,45,1,Nicho Subestimado
1687,7.4,71,8.798001694924846,0.0,0,15,270.0,5,1,Nicho Subestimado
1688,6.7,65,6.228511003591184,1.4816045409242156,1,0,138.0,5,3,Contenido Promedio
1689,6.7,62,8.855805992536562,3.906004933102583,0,5,95.0,15,3,Contenido Promedio
1690,8.7,85,7.600902459542082,0.0,2,3,1620.0,0,2,Joya de Critica
1691,8.2,67,8.429017500512511,0.8754687373538999,2,9,86.0,28,2,Joya de Critica
1692,7.4,85,5.214935757608986,2.766319109226186,0,0,136.0,11,2,Joya de Critica
1693,7.2,70,12.614636281572054,4.177459468932607,0,538,119.0,25,3,Contenido Promedio
1694,7.4,80,6.806829360392176,0.0,0,1,900.0,4,1,Nicho Subestimado
1695,6.8,75,8.346642090221199,4.338597076746545,0,10,63.0,5,3,Contenido Promedio
1696,4.7,50,9.245900547374733,2.9444389791664403,0,6,90.0,21,3,Contenido Promedio
1697,5.7,59,9.619930294661296,4.1956970564823886,0,21,104.0,17,3,Contenido Promedio
1698,6.9,94,12.512324968566746,0.0,0,251,360.0,16,2,Joya de Critica
1699,6.7,74,5.318119993844216,3.5667118201397288,2,0,148.0,24,2,Joya de Critica
1700,8.2,81,10.562405541545411,3.0726933146901194,2,53,115.0,4,2,Joya de Critica
1701,5.1,41,6.159095388491933,0.0,0,1,900.0,15,1,Nicho Subestimado
1702,5.5,61,5.940171252720432,4.947340443723943,0,0,108.0,0,3,Contenido Promedio
1703,7.0,62,10.625562268169254,0.0,0,15,900.0,6,1,Nicho Subestimado
1704,7.7,79,5.407171771460119,0.0,2,0,3240.0,6,1,Nicho Subestimado
1705,7.1,68,9.294405747093853,0.0,0,15,450.0,13,1,Nicho Subestimado
1706,6.3,50,6.089044875446846,0.0,0,0,540.0,9,1,Nicho Subestimado
1707,8.2,80,9.699165755462506,4.659658371272161,3,33,127.0,4,2,Joya de Critica
1708,6.2,54,8.383890344101816,2.028148247292285,0,5,90.0,28,3,Contenido Promedio
1709,5.9,58,8.81314100828505,5.010635294096256,0,7,127.0,12,3,Contenido Promedio
1710,6.7,61,9.084777149000836,4.209160236650682,0,5,139.0,4,3,Contenido Promedio
1711,5.7,44,9.439386468943006,3.054001181677967,0,19,94.0,4,3,Contenido Promedio
1712,6.7,59,7.121252453244542,2.028148247292285,0,0,111.0,33,3,Contenido Promedio
1713,6.6,69,11.526542333179322,4.209160236650682,0,80,131.0,5,3,Contenido Promedio
1714,6.8,62,10.35035048934022,0.0,0,42,270.0,1,1,Nicho Subestimado
1715,7.7,78,11.111880573295556,2.066862759472976,2,95,73.0,14,2,Joya de Critica
1716,4.5,51,11.88837113142547,1.916922612182061,0,50,83.0,2,3,Contenido Promedio
1717,6.7,57,14.135297944823057,3.0819099697950434,0,1484,120.0,10,0,Blockbuster Costoso
1718,5.3,55,12.894636840235403,3.1135153092103742,0,716,103.0,14,3,Contenido Promedio
1719,7.0,59,10.102543308321248,2.862200880929469,0,8,78.0,13,3,Contenido Promedio
1720,7.2,66,9.787459226476006,2.7212954278522306,1,33,89.0,1,3,Contenido Promedio
1721,6.5,89,6.45833828334479,3.55820113047182,0,1,123.0,25,3,Contenido Promedio
1722,6.1,49,9.951277216371976,2.884800712846709,0,45,125.0,8,3,Contenido Promedio
1723,6.7,62,8.454253391642363,0.0,0,6,450.0,9,1,Nicho Subestimado
1724,6.9,60,5.968707559985366,0.0,2,0,360.0,2,1,Nicho Subestimado
1725,3.5,41,10.517862051930678,1.5040773967762742,0,43,50.0,14,3,Contenido Promedio
1726,6.7,80,6.616065185132817,0.0,1,1,540.0,13,2,Joya de Critica
1727,7.3,63,9.08805973726735,3.40452517175483,1,6,97.0,8,3,Contenido Promedio
1728,7.5,59,7.724004656676065,2.163323025660538,0,2,115.0,46,3,Contenido Promedio
1729,6.6,68,10.813196673044729,3.737669618283368,0,92,103.0,10,3,Contenido Promedio
1730,9.0,99,11.106549942560704,2.778819271990417,3,162,160.0,1,2,Joya de Critica
1731,7.4,72,10.943074980753622,4.441474093317302,0,117,92.0,6,3,Contenido Promedio
1732,7.0,75,8.452974619089586,2.2925347571405443,0,8,108.0,6,3,Contenido Promedio
1733,6.4,65,6.052089168924417,3.493472657771326,0,0,109.0,8,3,Contenido Promedio
1734,5.8,50,6.802394763324311,1.88706964903238,0,1,122.0,32,3,Contenido Promedio
1735,5.7,70,8.900957872545062,1.916922612182061,0,16,129.0,9,3,Contenido Promedio
1736,7.1,64,9.882008520859005,0.0,0,24,540.0,5,1,Nicho Subestimado
1737,6.6,58,11.519752110312506,1.840549633397487,0,97,146.0,11,3,Contenido Promedio
1738,9.3,94,13.414305861400576,1.5260563034950492,0,597,104.0,6,2,Joya de Critica
1739,7.5,83,10.9695594317196,2.4595888418037104,0,127,94.0,4,2,Joya de Critica
1740,5.2,28,8.985695694535705,0.0,0,13,1620.0,1,1,Nicho Subestimado
1741,6.5,66,12.380194005758788,2.747270914255491,0,527,72.0,1,3,Contenido Promedio
1742,8.8,93,5.288267030694535,4.363098624788363,0,0,165.0,10,2,Joya de Critica
1743,7.8,78,8.082402253926244,0.0,0,1,1350.0,6,1,Nicho Subestimado
1744,4.8,56,7.969703583278656,2.714694743820879,0,6,121.0,15,3,Contenido Promedio
1745,5.7,56,7.239932591320469,0.0,0,3,2700.0,32,1,Nicho Subestimado
1746,7.3,71,6.368187186350492,0.9162907318741552,0,0,110.0,5,2,Joya de Critica
1747,6.8,58,11.409230228631465,0.0,0,107,1620.0,2,1,Nicho Subestimado
1748,7.7,77,6.51025834052315,0.0,1,0,900.0,2,2,Joya de Critica
1749,6.2,75,12.70216425485152,1.2237754316221157,0,173,111.0,0,3,Contenido Promedio
1750,7.5,70,9.984744906843062,0.0,0,45,2700.0,8,1,Nicho Subestimado
1751,7.1,66,6.593044534142437,0.0,0,1,810.0,14,1,Nicho Subestimado
1752,7.7,79,8.273846932784508,2.0412203288596382,2,2,94.0,6,2,Joya de Critica
1753,9.4,88,5.768320995793772,3.6216707044204863,0,0,104.0,7,2,Joya de Critica
1754,6.3,76,6.606650186198215,3.3568971227655755,0,1,89.0,6,3,Contenido Promedio
1755,7.5,82,6.448889394146858,3.295836866004329,0,0,135.0,10,2,Joya de Critica
1756,6.2,56,6.71901315438526,0.0,0,2,450.0,2,1,Nicho Subestimado
1757,5.6,66,10.621400513741303,0.0,0,16,3600.0,4,1,Nicho Subestimado
1758,6.6,59,12.82869274258727,4.097672352314776,1,483,114.0,7,3,Contenido Promedio
1759,7.3,64,9.873543676163056,4.241326752570746,0,23,83.0,11,3,Contenido Promedio
1760,4.1,45,9.101417964751995,0.0,0,14,540.0,7,1,Nicho Subestimado
1761,6.3,68,9.24038449332456,0.0,0,15,900.0,5,1,Nicho Subestimado
1762,7.0,62,10.049706862037104,0.0,0,33,540.0,5,1,Nicho Subestimado
1763,8.5,80,5.82600010738045,2.3513752571634776,0,0,53.0,5,2,Joya de Critica
1764,7.2,64,7.990915463091325,0.0,0,0,540.0,13,1,Nicho Subestimado
1765,7.0,70,11.33876253587764,0.0,0,208,2880.0,12,1,Nicho Subestimado
1766,8.0,69,10.184824537428067,3.910021002757473,1,18,111.0,12,2,Joya de Critica
1767,6.2,54,7.483806687665835,0.0,0,0,810.0,23,1,Nicho Subestimado
1768,7.3,67,8.139440521874608,0.0,0,7,540.0,0,1,Nicho Subestimado
1769,8.1,77,8.739055922830724,3.005682604407159,0,3,127.0,1,2,Joya de Critica
1770,6.0,53,5.159055299214529,3.109060958860994,0,0,46.0,4,3,Contenido Promedio
1771,6.4,68,7.577633832602728,0.0,0,4,450.0,4,1,Nicho Subestimado
1772,6.9,68,7.979338895262328,2.3702437414678603,0,1,168.0,36,3,Contenido Promedio
1773,6.6,61,9.916255691813806,2.2192034840549946,0,47,155.0,1,3,Contenido Promedio
1774,5.6,64,10.304643389056194,2.0541237336955462,0,42,107.0,19,3,Contenido Promedio
1775,6.4,65,8.315077007294104,0.0,0,5,450.0,4,1,Nicho Subestimado
1776,8.1,89,11.054771352081644,1.3609765531356006,0,121,87.0,36,2,Joya de Critica
1777,8.2,95,9.239899174217728,2.6878474937846906,0,14,123.0,5,2,Joya de Critica
1778,7.0,75,8.052614818815567,0.0,0,3,1350.0,14,1,Nicho Subestimado
1779,8.1,83,9.044875932248653,0.0,0,8,4320.0,2,1,Nicho Subestimado
1780,5.1,47,9.974644746852457,2.8903717578961645,0,47,124.0,3,3,Contenido Promedio
1781,7.9,78,8.100161446936607,0.0,0,7,360.0,31,2,Joya de Critica
1782,6.3,57,12.496643042753124,1.410986973710262,0,442,130.0,5,3,Contenido Promedio
1783,5.7,59,6.220590170099739,2.525728644308256,0,1,119.0,31,3,Contenido Promedio
1784,9.8,90,7.2115567333138015,0.0,1,0,2700.0,5,2,Joya de Critica
1785,7.0,70,12.516296238143232,3.210843653170937,0,598,93.0,30,3,Contenido Promedio
1786,7.8,72,10.304810761476958,3.996364153861897,1,14,87.0,0,2,Joya de Critica
1787,6.7,57,9.373224234877664,2.174751721484161,0,22,101.0,3,3,Contenido Promedio
1788,6.6,61,7.535830462798367,4.687671407499835,0,1,95.0,15,3,Contenido Promedio
1789,5.1,53,8.24143968982973,4.141546163706395,0,5,129.0,0,3,Contenido Promedio
1790,7.3,73,7.198931240688173,3.005682604407159,0,1,111.0,20,3,Contenido Promedio
1791,6.0,64,5.69035945432406,2.815408719422709,0,0,102.0,32,3,Contenido Promedio
1792,6.2,54,5.087596335232384,4.014579593753238,0,0,108.0,11,3,Contenido Promedio
1793,5.7,47,13.119802100132295,4.995183189537334,0,1006,86.0,5,3,Contenido Promedio
1794,6.7,79,11.910654056595549,2.0149030205422647,2,232,125.0,9,2,Joya de Critica
1795,6.6,59,10.514176610655552,2.873564639579784,0,41,95.0,4,3,Contenido Promedio
1796,5.1,46,7.377758908227872,2.7013612129514133,0,2,131.0,2,3,Contenido Promedio
1797,6.4,64,10.155840330434325,0.0,0,57,2160.0,3,1,Nicho Subestimado
1798,7.3,62,7.86403565907245,0.0,0,5,540.0,2,1,Nicho Subestimado
1799,5.0,51,7.868254265520613,2.388762789235098,0,4,132.0,8,3,Contenido Promedio
1800,7.5,73,6.263398262591624,2.791165107812717,0,0,87.0,8,3,Contenido Promedio
1801,7.0,68,9.566825297862628,1.308332819650179,0,20,96.0,13,3,Contenido Promedio
1802,7.2,72,9.766120240743216,4.203198967134183,0,24,103.0,3,3,Contenido Promedio
1803,6.7,71,9.36340474770302,5.239628370199357,0,15,83.0,8,3,Contenido Promedio
1804,5.9,37,10.162654403026997,0.0,0,15,450.0,15,1,Nicho Subestimado
1805,7.7,85,11.885708966622024,3.945457781514384,0,54,114.0,9,2,Joya de Critica
1806,5.9,58,9.104312967330651,2.128231705849268,0,19,88.0,15,3,Contenido Promedio
1807,7.1,70,11.022065853845117,2.128231705849268,0,22,85.0,1,3,Contenido Promedio
1808,5.5,60,9.767954157240933,0.0,0,32,540.0,18,1,Nicho Subestimado
1809,6.8,71,9.086249986745132,4.177459468932607,1,8,100.0,33,3,Contenido Promedio
1810,6.8,56,7.779466967458324,3.7954891891721942,0,5,126.0,2,3,Contenido Promedio
1811,7.2,81,7.915348169263078,0.0,0,5,1080.0,3,1,Nicho Subestimado
1812,6.6,59,10.466725344516837,4.859036909945142,0,81,120.0,30,3,Contenido Promedio
1813,8.5,98,9.346443454968522,2.5494451709255714,0,12,104.0,38,2,Joya de Critica
1814,7.3,84,10.748819195469787,3.198673117550681,0,104,106.0,25,2,Joya de Critica
1815,6.5,61,12.002511108943686,0.0,0,335,450.0,30,1,Nicho Subestimado
1816,7.8,72,10.7011974305816,2.5726122302071057,8,67,108.0,30,2,Joya de Critica
1817,6.1,62,6.1092475827643655,0.0,0,0,3150.0,9,1,Nicho Subestimado
1818,5.6,45,5.726847747587197,0.0,0,0,540.0,45,1,Nicho Subestimado
1819,6.4,66,8.144969417087875,0.0,0,2,450.0,11,1,Nicho Subestimado
1820,4.0,41,10.931426987909193,3.342861804649192,0,117,106.0,2,3,Contenido Promedio
1821,6.8,57,11.195457497826698,0.0,0,154,900.0,0,1,Nicho Subestimado
1822,7.1,73,9.648272670221848,0.0,0,28,1800.0,1,1,Nicho Subestimado
1823,6.4,52,8.963672275615016,0.0,0,9,540.0,46,1,Nicho Subestimado
1824,7.4,50,8.012680929706839,1.5686159179138452,0,6,97.0,9,3,Contenido Promedio
1825,8.3,81,8.945984124827898,2.2512917986064958,2,13,116.0,34,2,Joya de Critica
1826,7.5,63,7.508238774678663,0.0,0,0,360.0,16,1,Nicho Subestimado
1827,7.7,90,7.790696031174738,3.5234150143864045,1,3,107.0,29,2,Joya de Critica
1828,6.3,63,9.222664121665014,2.785011242238338,0,22,91.0,2,3,Contenido Promedio
1829,7.2,66,13.004223778186711,4.044804116661965,0,771,93.0,17,3,Contenido Promedio
1830,5.1,47,6.317164686747284,0.0,0,1,6930.0,2,1,Nicho Subestimado
1831,8.6,90,8.556221578383715,1.88706964903238,1,3,104.0,1,2,Joya de Critica
1832,6.2,70,6.981934677156389,0.0,0,1,270.0,1,1,Nicho Subestimado
1833,6.9,57,10.487294084986926,0.0,0,62,270.0,1,1,Nicho Subestimado
1834,7.4,62,9.125218118559348,0.0,2,4,2160.0,40,1,Nicho Subestimado
1835,7.3,73,8.430545384690566,1.8082887711792652,0,2,125.0,25,3,Contenido Promedio
1836,9.6,89,7.526178913346146,2.2082744135228043,8,1,104.0,18,2,Joya de Critica
1837,6.1,43,7.183111701743281,1.5686159179138452,0,0,128.0,11,3,Contenido Promedio
1838,7.6,77,9.701554950093058,0.0,0,32,540.0,4,2,Joya de Critica
1839,9.4,84,9.478151314785553,3.05870707271538,2,4,114.0,1,2,Joya de Critica
1840,8.7,99,7.201170883281678,1.2809338454620642,0,3,146.0,6,2,Joya de Critica
1841,6.8,67,8.06054004653864,3.054001181677967,0,7,128.0,11,3,Contenido Promedio
1842,7.4,66,7.847371836159788,0.0,0,5,900.0,8,1,Nicho Subestimado
1843,7.8,84,8.329175442077402,0.7419373447293773,2,2,45.0,11,2,Joya de Critica
1844,3.6,16,13.21234666721634,2.631888840136646,0,1278,132.0,2,0,Blockbuster Costoso
1845,6.1,59,12.26864360729167,2.028148247292285,0,124,155.0,30,3,Contenido Promedio
1846,7.2,74,8.478660241699453,0.0,0,8,2160.0,7,1,Nicho Subestimado
